track_name,artists,album_name,duration_minutes,valence,energy,tempo,popularity,My_Rating,Vibe_Category
What a Wonderful World,Kina Grannis;Imaginary Future,What a Wonderful World,2.2844333333333333,0.155,0.0399,95.066,51,,Sad/Moody
You Broke Me First,Andrew Foy;Renee Foy,You Broke Me First,2.1466333333333334,0.14,0.0423,123.905,39,,Sad/Moody
Long Way Down,Joshua Hyslop,Echos,4.299533333333334,0.186,0.231,125.062,60,,Sad/Moody
She Is Love,Parachute,Losing Sleep,2.4344333333333332,0.305,0.174,134.295,60,,Sad/Moody
Marigold,Phillip LaRue,The Meaning,2.8784666666666667,0.541,0.406,166.035,53,,Chill/Casual
12:51,krissy & ericka,Twelve: Fifty One (International Version),4.104666666666667,0.438,0.357,136.135,64,,Chill/Casual
サンサーラ,Takehara Pistol,リョウメンシダ/サンサーラ,5.533066666666667,0.219,0.183,61.192,34,,Sad/Moody
Sons and Daughters,Allman Brown;Liz Lawrence,1000 Years,3.6008666666666667,0.202,0.461,147.997,50,,Chill/Casual
Brand New,Ben Rector,Brand New,4.06555,0.422,0.934,144.874,65,,Chill/Casual
Gotta Have You,The Weepies;Deb Talan;Steve Tannen,Say I Am You,3.3297666666666665,0.543,0.363,75.004,56,,Chill/Casual
"30,000 Feet",Ben Rector,Brand New,4.282216666666667,0.321,0.452,179.921,57,,Chill/Casual
A Thousand Years,Eddy Tyler,Guitar Instrumental Covers,4.665266666666667,0.16,0.396,142.591,43,,Sad/Moody
Jolene,Ray LaMontagne,Trouble,4.1811,0.288,0.142,119.656,64,,Sad/Moody
No Ceiling,Eddie Vedder,Into The Wild (Music For The Motion Picture),1.56755,0.75,0.652,106.911,58,,Party Anthem
Front Porch,Joy Williams,Front Porch,3.86355,0.2,0.224,124.44,64,,Sad/Moody
Goodbye Lulu,Days N Daze,Rogue Taxidermy,2.500783333333333,0.967,0.839,87.609,35,,Party Anthem
Three More Days,Ray LaMontagne,Cruising,3.6128833333333334,0.903,0.68,84.518,36,,Party Anthem
Isn't She Lovely - Acoustic,Callum J Wright,Isn't She Lovely (Acoustic),2.4295166666666668,0.424,0.306,115.671,54,,Chill/Casual
We Could Still Be Happy,Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 4",4.654333333333334,0.177,0.317,84.853,43,,Sad/Moody
Fix You - Acoustic,John Adams,Fix You (Acoustic),2.71605,0.304,0.152,134.178,49,,Sad/Moody
I'm Yours - Acoustic,Lusaint,I'm Yours (Acoustic),2.769816666666667,0.391,0.267,143.514,55,,Sad/Moody
Closer,Boyce Avenue;Sarah Hyland,"Cover Sessions, Vol. 4",4.0698,0.466,0.471,95.003,54,,Chill/Casual
A Sky Full of Stars,Mother's Daughter;Beck Pete,A Sky Full of Stars,2.751116666666667,0.152,0.11,101.995,55,,Sad/Moody
I Don't Believe in Satan,Aron Wright,I Don't Believe in Satan,3.476183333333333,0.354,0.41,83.952,39,,Chill/Casual
Pills,The Perishers,Let There Be Morning (Bonus Track Version),3.154,0.293,0.288,95.435,51,,Sad/Moody
Shallow - Acoustic,Tyler Ward;Madysyn,he said. she said.,3.04255,0.234,0.282,187.057,52,,Sad/Moody
Watermelon Sugar - Acoustic,Jonah Baker,Watermelon Sugar (Acoustic),3.05155,0.461,0.121,91.211,56,,Chill/Casual
Say You Won't Let Go - Acoustic,Matt Johnson;Jaclyn Davies,Say You Won't Let Go (Acoustic),4.0620666666666665,0.348,0.197,163.985,48,,Sad/Moody
Hikare Inochi,Kitri,Hikare Inochi,5.3691,0.385,0.769,102.033,41,,Chill/Casual
Call You Mine (Acoustic Piano),Ben Woodward,Call You Mine (Acoustic Piano),3.492566666666667,0.766,0.297,103.953,40,,Chill/Casual
For Now,Kina Grannis,In the Waiting,3.3067166666666665,0.329,0.249,79.549,57,,Sad/Moody
Sweet Dream,Greg Laswell,Three Flights From Alto Nido,1.1291,0.19,0.234,93.72,53,,Sad/Moody
Love Nwantiti,Andrew Foy,Love Nwantiti,2.150533333333333,0.498,0.158,86.107,30,,Chill/Casual
Stars Are on Your Side,Ross Copperman,Stars Are on Your Side,3.6334,0.191,0.625,84.611,49,,Chill/Casual
We Don't Talk Anymore / Cold (feat. Sara Phillips),Jonah Baker;Sara Phillips,Covers,3.7151833333333335,0.599,0.328,99.941,26,,Chill/Casual
Superman,Joe Brooks,Constellation Me,3.4448833333333333,0.416,0.653,162.196,53,,Chill/Casual
Chasing Cars,Boyce Avenue,"Cover Sessions, Vol. 5",4.116316666666667,0.0877,0.331,105.01,52,,Sad/Moody
Calm Me Down,Zack Tabudlo,Episode,4.715833333333333,0.437,0.49,99.994,51,,Chill/Casual
KISSして,Masaharu Fukuyama,KISSして,3.7104333333333335,0.644,0.851,93.873,35,,Party Anthem
Binibini (Last Day On Earth) (feat. James TW),Zack Tabudlo;James TW,Binibini (Last Day On Earth),3.6615333333333333,0.101,0.391,130.03,54,,Sad/Moody
Left for America,Ciaran Lavery,Kosher,2.846433333333333,0.25,0.384,79.856,50,,Sad/Moody
Ramparts,John Frusciante,To Record Only Water For Ten Days (U.S. Version),1.1688833333333333,0.73,0.428,172.311,53,,Chill/Casual
Hold On - Acoustic,Chord Overstreet,Hold On (Acoustic),3.3391,0.246,0.259,120.102,48,,Sad/Moody
Dust to Dust,The Civil Wars,The Civil Wars,3.82755,0.2,0.265,138.017,49,,Sad/Moody
Good night,Masaharu Fukuyama,Good night,5.90355,0.221,0.498,145.908,35,,Chill/Casual
As You Are,Zack Tabudlo,As You Are,3.06615,0.447,0.438,81.07,60,,Chill/Casual
Binibini,Zack Tabudlo,Episode,3.6923,0.0979,0.374,129.863,65,,Sad/Moody
It Aint Me,Sara Farell,#Covers,3.2090833333333335,0.421,0.415,175.537,52,,Chill/Casual
Say Something,A Great Big World,Is There Anybody Out There?,3.887766666666667,0.142,0.158,140.942,57,,Sad/Moody
The Lotto,Ingrid Michaelson;AJR,The Lotto,3.22825,0.872,0.748,88.944,59,,Party Anthem
Tamacun,Rodrigo y Gabriela,Rodrigo Y Gabriela,3.43,0.971,0.914,128.553,50,,Party Anthem
Make It Without You,Andrew Belle,The Ladder,4.543533333333333,0.161,0.205,117.663,49,,Sad/Moody
Dream,Priscilla Ahn,A Good Day,3.5206666666666666,0.158,0.248,109.692,54,,Sad/Moody
"Big Love, Small Moments",JJ Heller,"Big Love, Small Moments",3.4048833333333333,0.278,0.282,118.019,52,,Sad/Moody
I Am Not Alone,Priscilla Ahn,When Marnie Was There Song Album - Just Know That I Love You.,4.206433333333333,0.228,0.18,112.033,46,,Sad/Moody
Stand Your Ground,Joshua Hyslop,Echos,3.38755,0.686,0.271,131.88,62,,Chill/Casual
Perfect Man,Front Porch Step,I Never Loved Before I Found You,4.855533333333334,0.338,0.704,117.086,32,,Chill/Casual
あ。っという間はあるさ,Takehara Pistol,It's My Life,2.8728833333333332,0.94,0.895,115.941,33,,Party Anthem
Tell The World,Eric Hutchinson,Pure Fiction,2.6888,0.706,0.854,120.035,58,,Party Anthem
Ain't No Reason,Brett Dennen,So Much More (Special Edition),3.6717666666666666,0.432,0.358,146.06,57,,Chill/Casual
A Month from Now,Rail Yard Ghosts,Songs from the Lowdown,3.2065333333333332,0.739,0.619,77.009,34,,Party Anthem
What If,Five For Fighting,Bookmarks,3.4538,0.592,0.895,149.919,55,,Chill/Casual
Pussy Cat,The Bridge City Sinners,Bridge City Sinners,2.0479,0.644,0.702,177.598,33,,Party Anthem
Polaroid Picture,Frank Turner,Tape Deck Heart (Deluxe Edition),3.7169166666666666,0.341,0.604,113.091,33,,Chill/Casual
Mirrors - Acoustic,Jonah Baker,Mirrors (Acoustic),3.7361666666666666,0.445,0.287,128.025,52,,Chill/Casual
To the Wonder (feat. Kina Grannis),Aqualung;Kina Grannis,10 Futures,3.9834,0.259,0.46,140.067,21,,Chill/Casual
Stay - Acoustic,Jonah Baker,Stay - Acoustic,3.02185,0.297,0.221,131.827,50,,Sad/Moody
太陽さん,Ichiko Aoba,マホロボシヤ,2.4108833333333335,0.362,0.0353,181.988,55,,Sad/Moody
Oh What A Love,Kina Grannis,Oh What A Love,3.9189166666666666,0.0647,0.064,147.824,46,,Sad/Moody
Leave The Lights On,Meiko,The Bright Side,4.139333333333333,0.661,0.821,121.938,56,,Party Anthem
I Won't Let You Down,Erin McCarley,I Won't Let You Down,3.3057333333333334,0.0919,0.329,72.992,40,,Sad/Moody
Look For The Good (Single Version),Jason Mraz,Look For The Good,3.99495,0.746,0.615,90.263,21,,Party Anthem
Stargazing,Isabella Celander,Stargazing,3.105566666666667,0.525,0.204,139.587,55,,Chill/Casual
Bad Liar,Roses & Frey,Bad Liar,3.7812833333333336,0.176,0.195,82.114,50,,Sad/Moody
Is It You,Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 3",4.554333333333333,0.445,0.743,130.025,41,,Chill/Casual
Slow Down Time,Us The Duo,Slow Down Time,3.282,0.433,0.657,109.954,44,,Chill/Casual
2002 - Acoustic,Amber Leigh Irish,Simply Acoustic,2.4176,0.611,0.296,165.799,57,,Chill/Casual
Sweeter,Jess Penner,"Love, Love, Love",3.2671,0.551,0.377,92.042,33,,Chill/Casual
Heat Waves - Acoustic,Daniel Robinson,Heat Waves (Acoustic),3.2171166666666666,0.495,0.338,145.877,56,,Chill/Casual
アジアの純真,Yosui Inoue;Tamio Okuda,ショッピング,3.888,0.871,0.83,111.664,32,,Party Anthem
If the World Was Ending - Acoustic,Jonah Baker;Celine,If the World Was Ending (Acoustic),3.5515166666666667,0.457,0.202,147.992,35,,Chill/Casual
Comes And Goes (In Waves),Greg Laswell,Three Flights From Alto Nido,4.225766666666667,0.155,0.698,120.013,55,,Chill/Casual
ながれ星,Masaharu Fukuyama,残響,5.29,0.238,0.408,143.881,33,,Chill/Casual
Dusk Till Dawn - Acoustic,Blame Jones,Acoustic Versions,2.7936,0.29,0.244,126.341,46,,Sad/Moody
Don't Wanna Leave You,Ben Woodward,Don't Wanna Leave You,3.5278666666666667,0.549,0.644,148.135,38,,Chill/Casual
Passenger Seat,Stephen Speaks,Passenger Seat,4.57075,0.644,0.769,153.046,65,,Party Anthem
Love,Matt White,Best Days,2.834,0.759,0.684,107.948,60,,Party Anthem
Hallelujah,Boyce Avenue,"Cover Sessions, Vol. 6",4.46275,0.163,0.21,98.558,54,,Sad/Moody
Ashes,Madi Diaz,Phantom,4.1691,0.0676,0.254,110.864,37,,Sad/Moody
明日の☆SHOW,Masaharu Fukuyama,残響,4.841333333333333,0.516,0.603,113.413,34,,Chill/Casual
Love Me Like You Do,Boyce Avenue,"Cover Sessions, Vol. 4",3.3036333333333334,0.248,0.254,92.644,55,,Sad/Moody
Lost Sparks,Canyon City,Bluebird,3.756666666666667,0.264,0.3,135.902,51,,Sad/Moody
Who We Are,Tristan Prettyman,Back to Home,4.331283333333333,0.153,0.507,108.168,48,,Chill/Casual
Heart (Original Version),Masaharu Fukuyama,SING A SONG,4.8071,0.693,0.842,97.013,34,,Party Anthem
It'll Be Alright,JJ Heller,It'll Be Alright,3.65605,0.181,0.324,139.883,51,,Sad/Moody
Everybody,Ingrid Michaelson,Everybody,3.4737666666666667,0.48,0.636,95.002,54,,Chill/Casual
Kabilugan Ng Buwan,Mark Oblea,Kabilugan Ng Buwan,4.724666666666667,0.313,0.402,94.99,32,,Chill/Casual
Keep Breathing,Ingrid Michaelson,Be OK,3.426433333333333,0.187,0.308,125.93,54,,Sad/Moody
Fast Car,Boyce Avenue;Kina Grannis,"Cover Sessions, Vol. 2",5.07155,0.508,0.251,204.961,61,,Chill/Casual
Just the Way You Are,Boyce Avenue,"Cover Sessions, Vol. 2",3.9928833333333333,0.212,0.296,106.359,55,,Sad/Moody
The Ladder,Andrew Belle,The Ladder,3.7854666666666668,0.315,0.608,123.991,55,,Chill/Casual
HELLO (Original Version),Masaharu Fukuyama,HELLO,4.0511,0.511,0.861,77.983,34,,Chill/Casual
接吻,Hanare Gumi,だれそかれそ,6.153333333333333,0.65,0.296,88.006,33,,Chill/Casual
Can't Keep It Inside,Brett Dennen;Benedict Cumberbatch,August: Osage County (Original Motion Picture Soundtrack),1.2848833333333334,0.395,0.0646,121.696,45,,Sad/Moody
明日天気になれ,Hanare Gumi,音タイム,4.080666666666667,0.621,0.705,111.204,33,,Party Anthem
IT'S ONLY LOVE,Masaharu Fukuyama,IT'S ONLY LOVE,4.587766666666667,0.413,0.734,117.84,34,,Chill/Casual
それがすべてさ,Masaharu Fukuyama,虹/ひまわり/それがすべてさ,5.512,0.425,0.89,102.644,34,,Chill/Casual
I Don't Wanna Love Somebody Else,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,2.732666666666667,0.345,0.22,126.618,49,,Sad/Moody
Burn It All!,RENT STRIKE,Burn It All!,3.2312333333333334,0.157,0.424,99.696,33,,Chill/Casual
Carried Me With You,Brandi Carlile,Onward (Original Motion Picture Soundtrack),3.5622,0.372,0.666,98.384,62,,Chill/Casual
"O, Pennsyltucky!",Mischief Brew,This Is Not for Children,3.7842166666666666,0.462,0.624,162.586,33,,Chill/Casual
"I Believed You, William Blake",Frank Turner,No Man's Land,3.5906666666666665,0.334,0.526,130.719,31,,Chill/Casual
Pepperspray,Get Dead,Dancing with the Curse,2.275716666666667,0.719,0.675,142.041,32,,Party Anthem
Stickup,Get Dead,Dancing with the Curse,3.72845,0.207,0.837,160.025,32,,Chill/Casual
Heaven - Acoustic,Grace George,Heaven (Acoustic),3.13635,0.487,0.24,131.266,54,,Chill/Casual
Soldier's Eyes,Jack Savoretti,Days Gone (Original Soundtrack),2.8626666666666667,0.415,0.289,109.965,50,,Chill/Casual
Asleep Among Endives,Ichiko Aoba,Asleep Among Endives,5.10405,0.148,0.0318,123.985,58,,Sad/Moody
Symphony - Acoustic,Thomas Daniel,Symphony,3.2064833333333334,0.105,0.208,83.155,49,,Sad/Moody
When I Was Your Man,Boyce Avenue;Fifth Harmony,"Cover Sessions, Vol. 3",3.6412,0.163,0.237,144.174,52,,Sad/Moody
Save Your Tears - Acoustic,Amber Leigh Irish,Save Your Tears (Acoustic),2.963633333333333,0.247,0.111,110.813,49,,Sad/Moody
Koi,Gen Hoshino,POP VIRUS,4.187766666666667,0.878,0.819,158.115,53,,Party Anthem
July Bones,Richard Walters,A.M.,3.99,0.155,0.27,100.006,54,,Sad/Moody
Autumn Breeze,Kaiak;Viktoria Tolstoy,Autumn Breeze,4.02355,0.208,0.334,80.036,50,,Sad/Moody
Save Your Tears,Boyce Avenue,Save Your Tears,3.6133333333333333,0.294,0.275,116.004,57,,Sad/Moody
You're Still The One - Acoustic,Bailey Rushlow,You're Still The One (Acoustic),2.6884333333333332,0.398,0.168,119.836,53,,Sad/Moody
Somebody Loved,Kina Grannis,Somebody Loved,2.55175,0.637,0.107,78.393,57,,Chill/Casual
Rise,Boyce Avenue,"Cover Sessions, Vol. 4",3.36945,0.354,0.177,103.822,49,,Sad/Moody
Bohemian Rhapsody - Acoustic,John Adams,Bohemian Rhapsody (Acoustic),2.890433333333333,0.349,0.0665,64.289,52,,Sad/Moody
As It Was - Acoustic,Amber Leigh Irish,As It Was (Acoustic),2.4107333333333334,0.513,0.0477,118.162,51,,Chill/Casual
Wish List,Canyon City,Wish List,3.546,0.32,0.11,201.008,46,,Sad/Moody
Beautiful Disaster,Chord Overstreet,Beautiful Disaster,4.0293,0.214,0.27,144.589,41,,Sad/Moody
Fake a smile,Wayne Mack,Fake a smile,2.8266666666666667,0.274,0.191,149.91,57,,Sad/Moody
Marigold,Aimyon,Momentary Sixth Sense,5.110433333333333,0.413,0.745,106.094,50,,Chill/Casual
River Flows In You,Sungha Jung,Irony,3.5744333333333334,0.11,0.23,129.532,42,,Sad/Moody
Kill Me Pretty,Tamio Okuda,Bullet Train (Original Motion Picture Soundtrack),2.6744333333333334,0.271,0.796,141.868,47,,Chill/Casual
No Matter Where You Are,Us The Duo,No Matter Where You Are,2.9804333333333335,0.436,0.664,132.059,55,,Chill/Casual
I Like You,Ben Rector,The Walking in Between,2.3084333333333333,0.397,0.334,157.92,56,,Sad/Moody
The Mess I Made,Parachute,Losing Sleep,3.84355,0.17,0.572,165.394,49,,Chill/Casual
Dream a Little Dream of Me,Zee Avi,Zee Avi's Nightlight,1.8640333333333334,0.428,0.0879,84.174,50,,Chill/Casual
"Here, Right Now",Joshua Radin,"Here, Right Now",3.05355,0.492,0.391,108.868,56,,Chill/Casual
Wonderful Tonight,Boyce Avenue,Wonderful Tonight,3.675116666666667,0.286,0.299,95.008,52,,Sad/Moody
Salvation,Gabrielle Aplin,English Rain,4.141766666666666,0.229,0.267,135.198,50,,Sad/Moody
Wilderness,Jon Bryant,Twenty Something,4.499766666666667,0.138,0.209,82.892,53,,Sad/Moody
恋人 (Original Version),Masaharu Fukuyama,Calling,4.546216666666667,0.47,0.336,71.967,33,,Chill/Casual
I Just Called To Say I Love You,Bailey Pelkman;Randy Rektor,Acoustic Duets,3.1607666666666665,0.348,0.257,132.032,54,,Sad/Moody
Fall on Me,A Great Big World;Christina Aguilera,Particles,4.380333333333334,0.225,0.268,110.456,50,,Sad/Moody
Song To Sing When I'm Lonely,John Frusciante,Shadows Collide With People,3.25355,0.419,0.673,114.243,54,,Chill/Casual
A Drop In the Ocean,Ron Pope,Daylight,3.8051833333333334,0.492,0.363,134.252,55,,Chill/Casual
Have Yourself a Merry Little Christmas,Tres Hermanas,Have Yourself a Merry Little Christmas,2.5965333333333334,0.265,0.268,66.805,32,,Sad/Moody
Message (Original Version),Masaharu Fukuyama,Message/今 このひとときが 遠い夢のように,4.2751,0.589,0.791,126.764,33,,Chill/Casual
Beautiful In White,Matt Johnson,"Acoustic Hits, Vol. 3",4.0,0.233,0.278,129.948,50,,Sad/Moody
Heaven Is a Place on Earth,The Mayries,#Acoustic #2,3.2222166666666667,0.335,0.176,107.974,56,,Sad/Moody
Passenger Seat (Acoustic),Stephen Speaks,No More Doubt,4.5511,0.688,0.437,153.604,63,,Chill/Casual
Guaranteed - Humming Version,Eddie Vedder,Into The Wild (Music For The Motion Picture),2.70515,0.343,0.339,100.69,48,,Sad/Moody
"Hang Me, Oh Hang Me",Dave Van Ronk,Folksinger,3.168433333333333,0.395,0.0273,120.24,54,,Sad/Moody
The Afterglow,John Frusciante;Josh Klinghoffer,A Sphere in the Heart of Silence,5.322,0.369,0.869,124.183,31,,Chill/Casual
Eat the Meek,Frank Turner,West Coast vs. Wessex,3.95155,0.334,0.913,136.073,31,,Chill/Casual
The Trouble with Wanting,Joy Williams,Front Porch,3.926433333333333,0.19,0.198,138.624,60,,Sad/Moody
You Are the Best Thing,Ray LaMontagne,Gossip In The Grain,3.864,0.885,0.727,170.593,67,,Party Anthem
Boycott Me!,Mischief Brew,Bacchanal 'N' Philadelphia,2.7277666666666667,0.69,0.509,132.297,33,,Chill/Casual
To Risk to Live,Days N Daze;Freddie Boatright,Crustfall,2.0337666666666667,0.929,0.567,129.949,32,,Chill/Casual
"The Legend of Olog-hai, Pt. 1",The Bridge City Sinners,Unholy Hymns,2.763316666666667,0.389,0.574,182.379,31,,Chill/Casual
This One's for Johnny,Get Dead,Tall Cans & Loose Ends,3.260666666666667,0.586,0.772,129.91,31,,Chill/Casual
Graveyard - Acoustic,Highland Peak,Graveyard,4.238266666666667,0.235,0.249,123.632,45,,Sad/Moody
bouquet,Ichiko Aoba,amuletum bouquet,4.272683333333333,0.115,0.044,85.708,56,,Sad/Moody
こころをこめて,Aoi Teshima,Highlights from Aoi Works II,4.954433333333333,0.242,0.254,135.862,45,,Sad/Moody
Paradise,AcousticTrench,Paradise,2.8354166666666667,0.221,0.191,132.131,42,,Sad/Moody
Better,Parachute,Parachute,4.550433333333333,0.213,0.249,108.89,46,,Sad/Moody
Laid,Matt Nathanson,American Wedding,3.0471,0.744,0.89,119.862,50,,Party Anthem
Same For You,Lee DeWyze,Oil & Water,3.6228833333333332,0.489,0.433,130.111,45,,Chill/Casual
2U - Acoustic Version,Clementine Duo,2U (Acoustic Version),3.468366666666667,0.305,0.192,130.087,56,,Sad/Moody
Duet,Rachael Yamagata,Elephants...Teeth Sinking Into Heart (Standard Version),4.018666666666666,0.146,0.14,128.904,43,,Sad/Moody
I'll Say I Do,Brandon Chase,I'll Say I Do,3.9166666666666665,0.295,0.31,83.46,39,,Sad/Moody
Anyone,Bailey Jehl,Anyone,2.8794333333333335,0.309,0.208,199.805,53,,Sad/Moody
Start of Time,Gabrielle Aplin,English Rain,3.9975833333333335,0.0844,0.461,106.84,45,,Chill/Casual
Give Me Your Forever,Zack Tabudlo,In The Mood For Love,4.08,0.301,0.363,99.905,32,,Sad/Moody
Heat Waves,Bailey Jehl,Heat Waves,2.3547666666666665,0.401,0.248,125.515,53,,Chill/Casual
There She Goes,Clementine Duo,There She Goes,2.4252333333333334,0.527,0.28,106.966,54,,Chill/Casual
Wells,Joshua Hyslop,Wells,3.7231,0.217,0.444,83.99,51,,Chill/Casual
God Only Knows,Kina Grannis;Imaginary Future,God Only Knows,2.2757,0.507,0.125,106.686,55,,Chill/Casual
Afterglow,Andrew Foy;Renee Foy,Afterglow,3.5226333333333333,0.299,0.168,109.937,33,,Sad/Moody
Burn The Rain,Kurt Cobain,Montage Of Heck: The Home Recordings (Deluxe Soundtrack),1.2742166666666668,0.626,0.415,114.263,55,,Chill/Casual
Already Mine,Us The Duo,Just Love,4.5521,0.198,0.175,155.69,46,,Sad/Moody
きみはぼくのともだち,Hanare Gumi,オアシス,4.478933333333333,0.203,0.027,122.007,30,,Sad/Moody
Never Be the Same,Gabrielle Aplin,Never Be the Same,3.4276333333333335,0.288,0.674,122.807,46,,Chill/Casual
All Is Well,Austin Basham,You and Me for Now,4.278,0.245,0.413,155.69,60,,Chill/Casual
My Mistake,Gabrielle Aplin,Dear Happy,4.4231,0.0943,0.271,145.902,51,,Sad/Moody
Near Or Far,Us The Duo,Us,3.6551,0.512,0.317,79.91,47,,Chill/Casual
Without a Light,Drew Holcomb & The Neighbors,Without a Light,2.37,0.485,0.435,87.952,60,,Chill/Casual
Lonely With Me,Parachute,Wide Awake,3.6468833333333333,0.628,0.809,87.013,51,,Party Anthem
Time After Time,Boyce Avenue;Megan Davies;Jaclyn Davies,"Cover Sessions, Vol. 4",3.7041666666666666,0.243,0.321,53.845,60,,Sad/Moody
So Are You To Me,Eastmountainsouth,Eastmountainsouth,1.9626666666666666,0.231,0.0783,140.485,52,,Sad/Moody
My Arms Were Always Around You,Peter Bradley Adams,A Face Like Mine,3.3466666666666667,0.422,0.436,91.485,54,,Chill/Casual
Dance Me to the End of Love - Bonus,The Civil Wars,Barton Hollow,3.084216666666667,0.298,0.178,110.128,52,,Sad/Moody
Photographs,Eddie Vedder,Into The Wild (Music For The Motion Picture),1.0068833333333334,0.321,0.353,54.571,51,,Sad/Moody
Baby Now That I Found You,Suy Galvez,Bossa Best,4.080216666666667,0.49,0.531,107.994,30,,Chill/Casual
Right Here Waiting,Suy Galvez,Bossa Best,2.828883333333333,0.478,0.467,110.096,30,,Chill/Casual
Smokestack Lightnin',Howlin' Wolf,Moanin' In The Moonlight,3.14,0.588,0.342,146.118,62,,Chill/Casual
Passenger Seat,Stephen Speaks,No More Doubt,4.574666666666666,0.769,0.554,152.979,64,,Chill/Casual
Feels Like Rain (feat. Bonnie Raitt),Buddy Guy;Bonnie Raitt,Feels Like Rain,4.587766666666667,0.34,0.348,73.304,57,,Sad/Moody
Sugar Babe,Mance Lipscomb,The Best of Mance Lipscomb,2.0733333333333333,0.547,0.4,101.191,31,,Chill/Casual
